,date,temperature
0,2020-01-01,15.496714153011233
1,2020-01-02,15.038869260387163
2,2020-01-03,16.00190465432815
3,2020-01-04,17.054226528640562
4,2020-01-05,15.473870893299862
5,2020-01-06,15.650511030425285
6,2020-01-07,17.64022978998174
7,2020-01-08,17.004515178146438
8,2020-01-09,15.943313335197697
9,2020-01-10,17.130648250228777
10,2020-01-11,16.299513749002312
11,2020-01-12,16.471537344862185
12,2020-01-13,17.353007270252224
13,2020-01-14,15.370934885383857
14,2020-01-15,15.731809827546467
15,2020-01-16,17.066245421920897
16,2020-01-17,16.78675045500663
17,2020-01-18,18.284071661401363
18,2020-01-19,17.23118817104168
19,2020-01-20,16.895392915588353
20,2020-01-21,19.940877764862687
21,2020-01-22,18.41598492127718
22,2020-01-23,18.874773633594653
23,2020-01-24,17.546885876222614
24,2020-01-25,18.59049716753455
25,2020-01-26,19.407858615833035
26,2020-01-27,18.30676234808201
27,2020-01-28,19.992991435749783
28,2020-01-29,19.1748640191097
29,2020-01-30,19.64064465136461
30,2020-01-31,19.486048889370373
31,2020-02-01,22.09398762302998
32,2020-02-02,20.38065884891757
33,2020-02-03,19.487340786427097
34,2020-02-04,21.51689804377939
35,2020-02-05,19.621173912940154
36,2020-02-06,21.19686632954276
37,2020-02-07,19.17259674572786
38,2020-02-08,19.946582652252832
39,2020-02-09,21.6123287202778
40,2020-02-10,22.292789588897183
41,2020-02-11,21.862663891539782
42,2020-02-12,21.710697900034543
43,2020-02-13,21.658332492740165
44,2020-02-14,20.612005681869242
45,2020-02-15,21.499739062121765
46,2020-02-16,21.88592745185796
47,2020-02-17,23.52856260917804
48,2020-02-18,22.937788519208315
49,2020-02-19,20.95168072160282
50,2020-02-20,23.15714205418042
51,2020-02-21,22.56406598842306
52,2020-02-22,22.386036510401798
53,2020-02-23,23.786132856408642
54,2020-02-24,24.314610404242714
55,2020-02-25,24.321670709189807
56,2020-02-26,22.655548009801503
57,2020-02-27,23.287493887806864
58,2020-02-28,24.027447487748347
59,2020-02-29,24.76871604239764
60,2020-03-01,23.40846534491274
61,2020-03-02,23.79390457063215
62,2020-03-03,22.9625820774364
63,2020-03-04,22.959468475352967
64,2020-03-05,25.052339286989685
65,2020-03-06,25.677548725093256
66,2020-03-07,24.328128006446022
67,2020-03-08,25.479812779745362
68,2020-03-09,24.91134890221398
69,2020-03-10,23.97529708118684
70,2020-03-11,25.049767893737666
71,2020-03-12,26.291597145884925
72,2020-03-13,24.780137835161472
73,2020-03-14,26.44020881876554
74,2020-03-15,22.312603161829312
75,2020-03-16,25.808200343098232
76,2020-03-17,25.124446444786717
77,2020-03-18,24.786631868049206
78,2020-03-19,25.222765328259705
79,2020-03-20,23.185914500455677
80,2020-03-21,24.99339281487858
81,2020-03-22,25.60685073903267
82,2020-03-23,26.76138846868138
83,2020-03-24,24.796054732599885
84,2020-03-25,24.533728491286137
85,2020-03-26,24.865422025354984
86,2020-03-27,26.304592079173865
87,2020-03-28,25.73700084074124
88,2020-03-29,24.8945940077886
89,2020-03-30,25.95076754551019
90,2020-03-31,25.544762569146947
91,2020-04-01,26.42355238789479
92,2020-04-02,24.757113492670026
93,2020-04-03,25.132800660275805
94,2020-04-04,25.066689002718178
95,2020-04-05,23.990656660521804
96,2020-04-06,25.74270929460628
97,2020-04-07,25.697108383186865
98,2020-04-08,25.427681949316604
99,2020-04-09,25.171553506559402
100,2020-04-10,23.971405160272994
101,2020-04-11,24.943836176872946
102,2020-04-12,24.996551003273055
103,2020-04-13,24.50885964723328
104,2020-04-14,25.118819794657675
105,2020-04-15,25.650232823105153
106,2020-04-16,27.095563731451172
107,2020-04-17,25.34428329847333
108,2020-04-18,25.384728560595725
109,2020-04-19,25.007364050538293
110,2020-04-20,23.114844584822674
111,2020-04-21,24.95609755845499
112,2020-04-22,24.98904367289534
113,2020-04-23,27.33548142286508
114,2020-04-24,24.62054625714981
115,2020-04-25,25.05238360292755
116,2020-04-26,24.651334531236916
117,2020-04-27,23.449879985627316
118,2020-04-28,25.69121572186411
119,2020-04-29,25.227506258981705
120,2020-04-30,25.191153986778403
121,2020-05-01,23.412675732298478
122,2020-05-02,25.644215591435213
123,2020-05-03,22.756370634705984
124,2020-05-04,24.659347667330902
125,2020-05-05,26.174710419996348
126,2020-05-06,22.903005662108406
127,2020-05-07,23.234082784856387
128,2020-05-08,23.80445082829709
129,2020-05-09,23.10335298370996
130,2020-05-10,21.955835119721012
131,2020-05-11,23.472403388476437
132,2020-05-12,22.236582414179324
133,2020-05-13,23.665260705955266
134,2020-05-14,22.162795874252158
135,2020-05-15,24.520509945882413
136,2020-05-16,22.073515844423383
137,2020-05-17,22.418774584866103
138,2020-05-18,23.436329486239444
139,2020-05-19,21.271869778336207
140,2020-05-20,22.608098576739465
141,2020-05-21,23.56370632637328
142,2020-05-22,20.523063897804413
143,2020-05-23,22.18726200449065
144,2020-05-24,22.1327287938817
145,2020-05-25,22.52306350402654
146,2020-05-26,20.370901812046654
147,2020-05-27,20.15226606595897
148,2020-05-28,21.857834189718663
149,2020-05-29,21.494389058639698
150,2020-05-30,21.307793331965208
151,2020-05-31,21.262072119655503
152,2020-06-01,20.092393412879268
153,2020-06-02,20.859980768247905
154,2020-06-03,20.77466755003732
155,2020-06-04,19.619715517058218
156,2020-06-05,22.05096235464971
157,2020-06-06,20.50883632060733
158,2020-06-07,18.692256090953563
159,2020-06-08,20.387456375198497
160,2020-06-09,18.602397981812327
161,2020-06-10,20.209221911040128
162,2020-06-11,20.42471870571474
163,2020-06-12,18.288402503893593
164,2020-06-13,19.91444653860259
165,2020-06-14,19.204909119671406
166,2020-06-15,19.45436691198665
167,2020-06-16,20.36844790993402
168,2020-06-17,18.064833688806484
169,2020-06-18,17.39432053794863
170,2020-06-19,17.09569472477244
171,2020-06-20,17.00591861297033
172,2020-06-21,17.580564147841518
173,2020-06-22,17.834222104201814
174,2020-06-23,17.60468276852877
175,2020-06-24,17.989665023561837
176,2020-06-25,17.009591963094856
177,2020-06-26,18.28390157532931
178,2020-06-27,16.39920795909667
179,2020-06-28,19.217301940247552
180,2020-06-29,16.955889677810312
181,2020-06-30,15.306026845855047
182,2020-07-01,14.925177470825775
183,2020-07-02,16.311402446356308
184,2020-07-03,15.438352812402826
185,2020-07-04,16.208778164046787
186,2020-07-05,15.801104850915616
187,2020-07-06,15.088306295008497
188,2020-07-07,14.147838783759601
189,2020-07-08,13.313562704097192
190,2020-07-09,14.216003273407171
191,2020-07-10,15.353406825124729
192,2020-07-11,14.54602361474504
193,2020-07-12,12.92159536403239
194,2020-07-13,14.17645202791542
195,2020-07-14,14.225108225330878
196,2020-07-15,12.793085861492749
197,2020-07-16,13.668503301136175
198,2020-07-17,13.411553791165927
199,2020-07-18,12.049722950177216
200,2020-07-19,13.390659167613382
201,2020-07-20,13.434714117009968
202,2020-07-21,13.798966420929974
203,2020-07-22,13.612678925327572
204,2020-07-23,11.025193324745233
205,2020-07-24,11.310095308045232
206,2020-07-25,12.609132500643994
207,2020-07-26,12.455226362755997
208,2020-07-27,12.305044286610507
209,2020-07-28,15.49254364714977
210,2020-07-29,12.061823575608576
211,2020-07-30,12.478970563441958
212,2020-07-31,12.151274692406302
213,2020-08-01,11.703973116848042
214,2020-08-02,10.594106845201129
215,2020-08-03,11.526668738873934
216,2020-08-04,9.854770400055923
217,2020-08-05,10.25228876915823
218,2020-08-06,9.866913773127651
219,2020-08-07,10.299021616461589
220,2020-08-08,12.39841793442428
221,2020-08-09,8.084888807774973
222,2020-08-10,10.508632044416169
223,2020-08-11,8.081736996444713
224,2020-08-12,9.096504562119716
225,2020-08-13,10.533311954832035
226,2020-08-14,9.386545924325304
227,2020-08-15,8.124442953200923
228,2020-08-16,8.368860189668258
229,2020-08-17,9.64782861217506
230,2020-08-18,8.124057827417987
231,2020-08-19,8.959238481096017
232,2020-08-20,8.67890356458373
233,2020-08-21,7.874513524488754
234,2020-08-22,10.56510367565492
235,2020-08-23,8.952420471530868
236,2020-08-24,6.19302877551624
237,2020-08-25,8.306654851559982
238,2020-08-26,7.362833020772454
239,2020-08-27,8.78389134755713
240,2020-08-28,7.048224467380935
241,2020-08-29,7.637772985002467
242,2020-08-30,8.17176558148219
243,2020-08-31,8.449333913671007
244,2020-09-01,6.302640405851006
245,2020-09-02,7.090376724423695
246,2020-09-03,6.874481462544114
247,2020-09-04,6.6232778600772
248,2020-09-05,8.971896217034255
249,2020-09-06,7.5439354100187925
250,2020-09-07,5.81327978507102
251,2020-09-08,7.929954725123841
252,2020-09-09,9.074916886632838
253,2020-09-10,7.928651797596833
254,2020-09-11,5.323018600141781
255,2020-09-12,6.307150127012032
256,2020-09-13,8.010101182882169
257,2020-09-14,5.990152364508256
258,2020-09-15,7.099113942504742
259,2020-09-16,7.390256223188695
260,2020-09-17,5.651887562131305
261,2020-09-18,6.485369137614517
262,2020-09-19,3.2725957434760278
263,2020-09-20,5.461346838865888
264,2020-09-21,6.207950348968537
265,2020-09-22,5.190440915711747
266,2020-09-23,8.051270663997089
267,2020-09-24,4.972290129365224
268,2020-09-25,5.948902402296042
269,2020-09-26,6.5091515597443905
270,2020-09-27,7.812101680412194
271,2020-09-28,4.930340692970226
272,2020-09-29,7.527700945281388
273,2020-09-30,6.376066474472209
274,2020-10-01,5.388583951590148
275,2020-10-02,6.839418454464362
276,2020-10-03,6.586559583176635
277,2020-10-04,5.800428911285563
278,2020-10-05,6.486552353908464
279,2020-10-06,6.050496441666448
280,2020-10-07,6.571338276311728
281,2020-10-08,7.144908580341723
282,2020-10-09,8.096691865271822
283,2020-10-10,5.303690077233288
284,2020-10-11,8.708295207135343
285,2020-10-12,4.659847497761404
286,2020-10-13,6.49973148990785
287,2020-10-14,7.282312654760371
288,2020-10-15,7.020352649219962
289,2020-10-16,6.164901103630856
290,2020-10-17,6.630579910919717
291,2020-10-18,6.399650799422108
292,2020-10-19,6.3600700801042525
293,2020-10-20,7.8586382227495974
294,2020-10-21,7.428454906546094
295,2020-10-22,6.443718116510094
296,2020-10-23,8.104183039641287
297,2020-10-24,7.582586643710263
